US,BATCH,LON,LAT,TIME,V,C
51401351386367,9156,121.5096721,31.3910483,2018/01/01 08:49:17,2.39,233.48
51401351386367,9156,121.5018185,31.3831836,2018/01/01 08:57:21,2.25,205.86
51401351386367,9156,121.4980721,31.3744779,2018/01/01 09:04:48,2.31,193.85
51401351386367,9156,121.4982776,31.3648668,2018/01/01 09:12:49,2.44,165.37
51401351386367,9156,121.502597,31.3583278,2018/01/01 09:19:17,2.15,138.94
51401351386367,9156,121.5111639,31.3526634,2018/01/01 09:27:08,2.38,120.63
51401351386367,9156,121.5250673,31.3463245,2018/01/01 09:38:17,2.08,114.49
51401351386367,9156,121.5456723,31.3400779,2018/01/01 09:52:49,2.36,115.05
51401351386367,9156,121.5522304,31.336205,2018/01/01 09:58:01,2.32,138.83
51401351386367,9156,121.5581545,31.3256457,2018/01/01 10:07:20,2.98,169.61
51401351386367,9156,121.558966,31.2998976,2018/01/01 10:24:07,2.92,186.98
51401351386367,9156,121.5642564,31.2902843,2018/01/01 10:32:00,2.45,155.18
51401351386367,9156,121.5655886,31.284124,2018/01/01 10:36:55,2.32,180.11
51401351386367,9156,121.5630975,31.274757,2018/01/01 10:44:12,2.37,210.39
51401351386367,9156,121.5442414,31.2586119,2018/01/01 11:01:28,2.54,231.1
51401351386367,9156,121.5236228,31.2488718,2018/01/01 11:16:32,2.62,249.4
51401351386367,9156,121.5038804,31.2498044,2018/01/01 11:28:33,2.37,262.07
51401351386367,9156,121.4921846,31.2459364,2018/01/01 11:36:42,2.47,239.21
51401351386367,9156,121.4882898,31.2376263,2018/01/01 11:44:32,2.4,183.62
51401351386367,9156,121.4985684,31.2290133,2018/01/01 11:54:41,2.59,130.72
51401351386367,9156,121.5055273,31.2177377,2018/01/01 12:03:35,2.79,159.91
51401351386367,9156,121.504057,31.2123671,2018/01/01 12:07:52,2.44,201.06
51401351386367,9156,121.4950605,31.1989827,2018/01/01 12:19:33,2.5,213.45
51401351386367,9156,121.4825576,31.1930097,2018/01/01 12:29:19,2.53,253.44
51401351386367,9156,121.4729006,31.191023,2018/01/01 12:36:14,2.17,253.51
51401351386367,9156,121.4601753,31.178275,2018/01/01 12:49:41,2.62,209.69
51401351386367,9156,121.4630886,31.1696771,2018/01/01 12:56:57,2.42,155.06
51401351386367,9156,121.4543132,31.1510188,2018/01/01 13:14:23,2.41,216.62
51401351386367,9156,121.4631119,31.1323768,2018/01/01 13:32:38,2.38,143.73
51401351386367,9156,121.465097,31.1227965,2018/01/01 13:41:30,2.04,174.93
51401351386367,9156,121.4603727,31.1144237,2018/01/01 13:49:38,2.24,212.86
51401351386452,9257,121.559005,31.3252467,2018/01/01 06:46:59,3.85,1.79
51401351386452,9257,121.5567235,31.3317834,2018/01/01 06:50:18,4.08,328.13
51401351386452,9257,121.5511074,31.3383843,2018/01/01 06:54:09,4.25,310.12
51401351386452,9257,121.5231974,31.3484334,2018/01/01 07:06:41,3.75,298.96
51401351386452,9257,121.5088186,31.3552614,2018/01/01 07:13:34,4.54,299.85
51401351386452,9257,121.5023468,31.3597379,2018/01/01 07:17:05,4.18,321.79
51401351386452,9257,121.500109,31.3633964,2018/01/01 07:19:08,3.31,346.12
51401351386452,9257,121.4990112,31.3722633,2018/01/01 07:23:43,3.05,3.45
51401351386452,9257,121.5008899,31.3799118,2018/01/01 07:27:38,4.17,23.77
51401351386452,9257,121.509369,31.3897907,2018/01/01 07:33:15,3.66,53.02
51401351386452,9257,121.5213643,31.3952462,2018/01/01 07:38:22,4.86,49.54
51401351386452,9257,121.5229241,31.3974002,2018/01/01 07:39:24,4.61,13.72
51401351386452,9257,121.520524,31.4026639,2018/01/01 07:42:24,3.02,322.85
51401351386452,9257,121.5129636,31.4095708,2018/01/01 07:48:25,2.31,318.81
51401351386452,9257,121.4777563,31.4317489,2018/01/01 08:13:46,2.82,310.03
51401351386452,9257,121.4358934,31.469392,2018/01/01 08:44:52,3.23,308.92
51401351386452,9257,121.3762681,31.5018614,2018/01/01 09:17:43,3.83,303.6
51401351386452,9257,121.3564322,31.516738,2018/01/01 09:28:56,3.73,312.84
51401351387112,81,121.5125017,31.4054783,2018/01/01 07:13:13,0.01,-1.0
51401351387112,81,121.5209016,31.3977219,2018/01/01 10:48:43,1.86,180.87
51401351387112,81,121.5196926,31.3956046,2018/01/01 10:50:44,3.06,227.23
51401351387112,81,121.5057235,31.3889677,2018/01/01 10:59:14,3.02,224.23
51401351387112,81,121.4950695,31.3731967,2018/01/01 11:10:45,1.88,232.88
51401351387112,81,121.46656,31.3604209,2018/01/01 11:39:43,2.23,251.53
51401351387112,81,121.4490268,31.35534,2018/01/01 11:56:13,1.7,243.37
51401351387112,81,121.4400967,31.3477599,2018/01/01 12:05:43,2.3,237.41
51401351387112,81,121.4277351,31.3440241,2018/01/01 12:26:43,0.42,302.56
51401351387202,202,121.55706,31.3310383,2018/01/01 07:16:42,3.82,341.22
51401351387202,202,121.54613,31.3410567,2018/01/01 07:23:27,5.62,279.64
51401351387202,202,121.5190194,31.350194,2018/01/01 07:35:35,3.39,300.74
51401351387202,202,121.5029427,31.358751,2018/01/01 07:43:50,3.69,315.72
51401351387202,202,121.4994469,31.3637053,2018/01/01 07:46:50,3.63,341.32
51401351387202,202,121.4986917,31.3726814,2018/01/01 07:51:35,3.28,7.43
51401351387202,202,121.503275,31.3846885,2018/01/01 07:58:21,3.03,33.98
51401351387202,202,121.5114481,31.3915783,2018/01/01 08:03:49,3.28,60.91
51401351387202,202,121.5237756,31.3947443,2018/01/01 08:10:20,3.03,75.53
51401351387202,202,121.5267522,31.396832,2018/01/01 08:12:38,2.87,31.44
51401351387202,202,121.5276861,31.4023165,2018/01/01 08:16:06,3.61,352.19
51401351387202,202,121.5248598,31.4101278,2018/01/01 08:21:08,3.25,332.22
51401351387202,202,121.5174359,31.4216014,2018/01/01 08:29:23,3.6,320.11
51401351387202,202,121.5111395,31.4274744,2018/01/01 08:33:47,3.85,312.39
51401351387226,240,121.27353,31.5058983,2018/01/01 07:18:41,1.21,65.12
51401351387226,240,121.2968541,31.517773,2018/01/01 07:39:13,2.25,71.68
51401351387226,240,121.3106404,31.5206078,2018/01/01 07:49:48,1.87,85.82
51401351387226,240,121.3236152,31.5203723,2018/01/01 07:59:53,1.95,72.28
51401351387226,240,121.3313898,31.5257649,2018/01/01 08:07:58,2.09,42.53
51401351387226,240,121.3347859,31.532062,2018/01/01 08:14:28,1.9,8.03
51401351387226,240,121.3333907,31.5368671,2018/01/01 08:20:03,1.54,346.36
51401351387226,240,121.3370625,31.550382,2018/01/01 08:34:11,1.87,2.43
51401351387226,240,121.3358888,31.5556165,2018/01/01 08:39:45,1.73,336.6
51401351387226,240,121.3230639,31.5737423,2018/01/01 09:00:56,1.93,326.09
51401351387226,240,121.2844887,31.6129277,2018/01/01 09:43:41,2.15,312.26
51401351387226,240,121.2367225,31.6504383,2018/01/01 10:20:34,3.73,322.38
51401351387226,240,121.1923616,31.6789339,2018/01/01 10:47:53,3.67,312.46
51401351387341,399,121.4980167,31.37606,2018/01/01 07:21:58,1.8,196.24
51401351387341,399,121.4973748,31.3665958,2018/01/01 07:31:54,2.4,175.43
51401351387341,399,121.5005459,31.3593248,2018/01/01 07:39:21,1.8,154.41
51401351387341,399,121.5051337,31.3554879,2018/01/01 07:44:50,2.04,138.05
51401351387341,399,121.5280131,31.3439973,2018/01/01 08:07:43,1.83,109.1
51401351387341,399,121.5489158,31.3379303,2018/01/01 08:24:37,3.1,107.34
51401351387341,399,121.5554354,31.3324986,2018/01/01 08:31:05,1.99,155.01
51401351387341,399,121.5579394,31.3252251,2018/01/01 08:37:32,2.06,170.58
51401351387341,399,121.5574333,31.3055384,2018/01/01 08:52:27,2.25,171.87
51401351387341,399,121.5584913,31.3003893,2018/01/01 08:56:25,2.62,168.17
51401351387341,399,121.5654999,31.2867289,2018/01/01 09:07:21,2.32,178.77
51401351387341,399,121.5651147,31.2832661,2018/01/01 09:09:50,2.56,202.07
51401351387341,399,121.5619184,31.2760884,2018/01/01 09:14:49,3.2,208.21
51401351387341,399,121.5574686,31.2709369,2018/01/01 09:18:47,3.0,219.73
51401351387341,399,121.5334203,31.2536994,2018/01/01 09:36:11,3.18,238.39
51401351387341,399,121.5217568,31.2503286,2018/01/01 09:42:39,3.28,268.13
51401351387341,399,121.4987811,31.2492854,2018/01/01 09:54:34,2.7,257.39
51401351387341,399,121.492011,31.246399,2018/01/01 09:58:33,2.74,232.96
51401351387341,399,121.4876768,31.2422409,2018/01/01 10:02:02,2.89,203.36
51401351387341,399,121.4876188,31.2377151,2018/01/01 10:05:01,2.98,158.96
51401351387341,399,121.4987818,31.2281529,2018/01/01 10:13:28,3.23,132.58
51401351387341,399,121.5048213,31.2197511,2018/01/01 10:18:56,3.37,159.42
51401351387341,399,121.5033295,31.2111023,2018/01/01 10:23:54,3.67,210.94
51401351387341,399,121.489395,31.1952351,2018/01/01 10:34:50,4.69,228.75
51401351387341,399,121.4715898,31.1905936,2018/01/01 10:43:17,3.83,258.32
51401351387341,399,121.4591177,31.1794844,2018/01/01 10:52:14,3.52,232.84
51401351387341,399,121.4638149,31.1639106,2018/01/01 11:00:41,3.25,167.52
51401351387341,399,121.4519488,31.1433536,2018/01/01 11:13:37,4.04,238.6
51401351387341,399,121.4641394,31.130224,2018/01/01 11:23:04,3.22,153.0
51401351387389,482,121.4873333,31.4332817,2018/01/01 07:24:04,2.92,131.57
51401351387389,482,121.5184963,31.4113596,2018/01/01 07:46:36,2.62,127.06
51401351387389,482,121.5261383,31.4040783,2018/01/01 07:55:05,1.8,160.52
51401351387389,482,121.5267042,31.399232,2018/01/01 08:01:05,1.5,176.49
51401351387389,482,121.5245718,31.396158,2018/01/01 08:06:07,1.44,238.77
51401351387389,482,121.5094587,31.3914614,2018/01/01 08:21:37,1.88,241.21
51401351387389,482,121.5025545,31.3850468,2018/01/01 08:29:46,2.08,210.88
51401351387389,482,121.4973772,31.3725488,2018/01/01 08:41:07,2.18,189.52
51401351387389,482,121.4982914,31.3645949,2018/01/01 08:47:48,2.25,164.46
51401351387389,482,121.5013989,31.3594027,2018/01/01 08:52:38,2.28,142.57
51401351387389,482,121.5176802,31.3494461,2018/01/01 09:05:41,2.49,124.2
51401351387389,482,121.5473589,31.3396308,2018/01/01 09:26:09,2.43,115.04
51401351387389,482,121.5542484,31.3343735,2018/01/01 09:32:09,2.47,150.64
51401351387389,482,121.5581345,31.322755,2018/01/01 09:41:09,2.59,177.74
51401351387389,482,121.5577984,31.3039401,2018/01/01 09:55:09,2.41,170.88
51401351387389,482,121.5648201,31.2874618,2018/01/01 10:07:41,2.6,164.37
51401351387389,482,121.5640543,31.2769174,2018/01/01 10:15:12,2.68,194.58
51401351387389,482,121.556529,31.2675085,2018/01/01 10:23:13,2.71,225.22
51401351387389,482,121.534536,31.2527281,2018/01/01 10:39:14,3.09,239.4
51401351387389,482,121.5246266,31.2490808,2018/01/01 10:45:17,2.89,257.82
51401351387389,482,121.4998219,31.2492629,2018/01/01 10:59:47,2.67,254.68
51401351387389,482,121.488559,31.2372412,2018/01/01 11:12:05,2.66,195.92
51401351387389,482,121.4993021,31.2278112,2018/01/01 11:20:46,3.35,139.26
51401351387389,482,121.5051689,31.2148687,2018/01/01 11:28:16,3.87,172.93
51401351387389,482,121.4974866,31.2023334,2018/01/01 11:36:48,3.08,220.98
51401351387389,482,121.4740201,31.1913817,2018/01/01 11:52:19,3.58,263.67
51401351387389,482,121.4609358,31.1746097,2018/01/01 12:07:50,2.66,218.09
51401351387389,482,121.4645806,31.1616272,2018/01/01 12:16:52,2.6,168.44
51401351387389,482,121.4581634,31.154131,2018/01/01 12:23:21,3.08,236.66
51401351387389,482,121.459897,31.1354608,2018/01/01 12:40:52,1.83,189.03
51401351387389,482,121.4635108,31.1191975,2018/01/01 12:54:52,2.17,204.97
51401351387389,482,121.4594726,31.1117713,2018/01/01 13:01:53,2.49,223.34
51401351387779,1015,121.55495,31.3116167,2018/01/01 08:00:29,0.02,-1.0
51401351387779,1015,121.5637834,31.28555,2018/01/01 08:28:28,2.08,162.46
51401351387779,1015,121.5635667,31.281,2018/01/01 08:32:27,2.2,192.87
51401351387779,1015,121.5603167,31.2738333,2018/01/01 08:38:58,2.08,209.2
51401351387779,1015,121.5507667,31.2648167,2018/01/01 08:49:27,2.13,239.78
51401351387779,1015,121.5327667,31.2530333,2018/01/01 09:04:28,2.67,239.51
51401351387779,1015,121.5244,31.2503333,2018/01/01 09:09:57,2.65,257.04
51401351387779,1015,121.5013667,31.249,2018/01/01 09:23:57,2.7,258.21
51401351387779,1015,121.4905666,31.2445334,2018/01/01 09:30:55,2.93,229.28
51401351387779,1015,121.4879832,31.2398501,2018/01/01 09:34:19,3.16,188.23
51401351387779,1015,121.4895998,31.2365667,2018/01/01 09:36:56,3.07,139.65
51401351387779,1015,121.50235,31.2248,2018/01/01 09:47:26,3.05,147.39
51401351387779,1015,121.5046834,31.2202667,2018/01/01 09:50:25,3.09,160.69
51401351387779,1015,121.5042834,31.21295,2018/01/01 09:54:56,3.26,192.53
51401351387779,1015,121.4865,31.1940333,2018/01/01 10:09:25,3.24,231.75
51401351387779,1015,121.4653833,31.1873834,2018/01/01 10:20:27,3.18,234.46
51401351387779,1015,121.4600333,31.1771834,2018/01/01 10:26:56,3.79,185.12
51401351387779,1015,121.463,31.1697167,2018/01/01 10:31:26,3.33,152.68
51401351387779,1015,121.4525833,31.143,2018/01/01 10:47:54,3.01,198.62
51401351387779,1015,121.4608,31.1344833,2018/01/01 10:53:55,4.14,127.08
51401351387779,1015,121.4649,31.1221,2018/01/01 11:00:25,3.86,165.94
51401351387779,1015,121.4617834,31.1170833,2018/01/01 11:03:25,3.52,213.57
51401351387779,1015,121.4606833,31.0979,2018/01/01 11:13:25,3.74,168.37
51401351387779,1015,121.4652,31.0883833,2018/01/01 11:18:55,3.41,152.12
51401351387779,1015,121.4752,31.0552167,2018/01/01 11:36:55,3.48,162.46
51401351387989,1311,121.5082483,31.3556,2018/01/01 07:51:00,3.68,300.24
51401351387989,1311,121.4998015,31.3635091,2018/01/01 07:56:28,3.74,336.75
51401351387989,1311,121.498872,31.3722678,2018/01/01 08:00:57,3.7,5.16
51401351387989,1311,121.5001606,31.3780521,2018/01/01 08:03:56,3.66,21.35
51401351387989,1311,121.5052984,31.3865212,2018/01/01 08:08:54,3.55,45.6
51401351387989,1311,121.5197963,31.3944083,2018/01/01 08:17:21,3.56,53.35
51401351387989,1311,121.5201876,31.4113597,2018/01/01 08:27:47,2.9,357.43
51401351387989,1311,121.5145483,31.423244,2018/01/01 08:34:44,4.04,331.52
51401351389031,2717,121.5172967,31.4041017,2018/01/01 08:39:52,3.69,126.51
51401351389031,2717,121.5185834,31.3957533,2018/01/01 08:44:41,6.43,210.99
51401351389031,2717,121.5053931,31.3879288,2018/01/01 08:51:05,4.38,220.46
51401351389031,2717,121.4994043,31.3784955,2018/01/01 08:55:59,3.98,198.75
51401351389031,2717,121.4976555,31.3679948,2018/01/01 09:00:50,3.94,176.25
51401351389031,2717,121.4988641,31.3636596,2018/01/01 09:02:53,4.2,156.37
51401351389031,2717,121.5059826,31.3559132,2018/01/01 09:07:44,3.66,124.08
51401351389031,2717,121.5518376,31.334823,2018/01/01 09:28:42,4.64,121.52
51401351389185,2904,121.4590183,31.3583733,2018/01/01 08:35:48,1.1,51.71
51401351389185,2904,121.4675367,31.3604717,2018/01/01 08:46:50,1.18,72.56
51401351389185,2904,121.4758179,31.3654218,2018/01/01 08:58:58,1.39,64.74
51401351389185,2904,121.4827095,31.3667694,2018/01/01 09:08:01,1.21,62.64
51401351389185,2904,121.4949228,31.372831,2018/01/01 09:26:45,1.49,57.86
51401351389185,2904,121.4970258,31.3721477,2018/01/01 09:29:18,1.91,181.6
51401351389185,2904,121.4984776,31.3635518,2018/01/01 09:34:56,3.11,156.11
51401351389185,2904,121.5039758,31.3567259,2018/01/01 09:39:31,3.4,129.62
51401351389185,2904,121.5255033,31.3452424,2018/01/01 09:50:48,3.73,117.51
51401351389185,2904,121.5421826,31.3401404,2018/01/01 09:58:55,3.11,113.52
51401351389185,2904,121.550532,31.3356389,2018/01/01 10:03:35,3.27,138.66
51401351389185,2904,121.5541249,31.3308637,2018/01/01 10:06:39,3.73,156.3
51401351389185,2904,121.5559397,31.3245787,2018/01/01 10:10:16,3.38,176.39
51401351389185,2904,121.5567583,31.3036508,2018/01/01 10:21:55,3.38,169.97
51401351389185,2904,121.5627266,31.288194,2018/01/01 10:30:08,3.43,159.91
51401351389185,2904,121.5635552,31.2813613,2018/01/01 10:33:41,3.37,183.15
51401351389185,2904,121.5625372,31.277575,2018/01/01 10:35:44,3.77,200.56
51401351389185,2904,121.5557772,31.2691378,2018/01/01 10:41:23,2.53,250.75
51401351389185,2904,121.5369827,31.2558007,2018/01/01 10:52:45,3.15,238.31
51401351389185,2904,121.5236583,31.2505806,2018/01/01 10:59:38,3.4,259.91
51401351389185,2904,121.5072385,31.2505917,2018/01/01 11:07:14,3.5,277.85
51401351389185,2904,121.4978272,31.2486231,2018/01/01 11:11:51,3.31,246.42
51401351389185,2904,121.4896516,31.2354335,2018/01/01 11:21:33,3.17,188.61
51401351389185,2904,121.4995962,31.2276694,2018/01/01 11:27:35,3.81,135.35
51401351389185,2904,121.5039705,31.2208754,2018/01/01 11:31:35,3.83,157.68
51401351389185,2904,121.5047894,31.2151365,2018/01/01 11:34:36,3.6,188.09
51401351389185,2904,121.5020327,31.2100224,2018/01/01 11:37:36,3.62,216.61
51401351389185,2904,121.465114,31.1878945,2018/01/01 11:58:55,6.48,265.65
51401351389185,2904,121.4535832,31.1504423,2018/01/01 12:21:09,4.77,237.84
51401351389185,2904,121.4647201,31.1244589,2018/01/01 12:37:14,2.69,156.76
51401351389501,3302,121.2928083,31.5157433,2018/01/01 08:48:21,0.2,43.04
51401351389501,3302,121.3066647,31.5201948,2018/01/01 09:00:17,2.18,76.26
51401351389501,3302,121.3258667,31.5219391,2018/01/01 09:13:42,2.33,47.3
51401351389501,3302,121.3215402,31.5283231,2018/01/01 09:23:08,1.81,337.25
51401351389561,3373,121.5562583,31.32533,2018/01/01 08:44:36,1.47,181.31
51401351389561,3373,121.5568265,31.3054622,2018/01/01 08:58:42,3.02,179.86
51401351389561,3373,121.5631302,31.2859,2018/01/01 09:13:41,2.39,162.52
51401351389561,3373,121.5634831,31.281505,2018/01/01 09:16:41,2.64,181.74
51401351389561,3373,121.5614142,31.2756307,2018/01/01 09:20:59,2.47,209.58
51401351389561,3373,121.5501302,31.2647077,2018/01/01 09:30:55,2.89,229.44
51401351389561,3373,121.5352783,31.2548518,2018/01/01 09:41:29,2.95,233.28
51401351389561,3373,121.5226944,31.2504636,2018/01/01 09:48:58,3.03,262.68
51401351389561,3373,121.5032526,31.2501172,2018/01/01 09:59:33,2.99,265.24
51401351389561,3373,121.4879032,31.2370839,2018/01/01 10:13:29,3.23,208.76
51401351389561,3373,121.4954658,31.2307221,2018/01/01 10:19:30,3.38,123.6
51401351389561,3373,121.5043002,31.2134453,2018/01/01 10:30:57,3.49,168.85
51401351389561,3373,121.4647063,31.1877296,2018/01/01 10:56:00,3.23,241.22
51401351389561,3373,121.451814,31.1434677,2018/01/01 11:23:03,3.85,166.21
51401351390726,4756,121.4390933,31.3477733,2018/01/01 09:22:12,0.01,-1.0
51401351390726,4756,121.4483233,31.3546283,2018/01/01 14:20:19,2.51,39.48
51401351390726,4756,121.4661336,31.360113,2018/01/01 14:33:19,2.29,70.66
51401351390726,4756,121.4756322,31.365325,2018/01/01 14:40:35,2.38,70.77
51401351390726,4756,121.4833515,31.3670687,2018/01/01 14:45:36,2.84,65.58
51401351390726,4756,121.497624,31.3734823,2018/01/01 14:55:05,3.14,68.32
51401351390726,4756,121.5018764,31.3821607,2018/01/01 15:02:08,2.61,26.7
51401351390726,4756,121.5128307,31.3913814,2018/01/01 15:10:37,2.66,79.39
51401351390726,4756,121.5208685,31.3934015,2018/01/01 15:15:06,2.8,83.88
51401351390726,4756,121.532207,31.3930849,2018/01/01 15:21:06,3.1,100.09
51401351390726,4756,121.572363,31.3823326,2018/01/01 15:41:08,3.51,112.29
51401351390726,4756,121.629069,31.3596351,2018/01/01 16:08:31,4.02,116.89
51401351390726,4756,121.6532384,31.3578252,2018/01/01 16:18:56,3.92,94.02
51401351390726,4756,121.7636156,31.3107493,2018/01/01 17:10:11,3.57,111.63
51401351390726,4756,121.7790103,31.3069425,2018/01/01 17:16:44,3.69,102.52
51401351390726,4756,121.7938038,31.3068614,2018/01/01 17:23:25,3.29,79.11
51401351390726,4756,121.7957128,31.3110699,2018/01/01 17:27:56,1.69,346.31
51401351390726,4756,121.792739,31.3162307,2018/01/01 17:35:26,0.66,305.94
51401351390726,4756,121.7949634,31.3094991,2018/01/01 21:37:50,3.39,175.52
51401351390726,4756,121.788396,31.3084975,2018/01/01 21:41:36,3.9,291.09
51401351390726,4756,121.7555804,31.3202596,2018/01/01 21:55:05,4.18,296.82
51401351390726,4756,121.7105386,31.3414082,2018/01/01 22:14:14,4.56,296.68
51401351390726,4756,121.6233948,31.3719847,2018/01/01 22:48:13,2.68,300.3
51401351390726,4756,121.6080635,31.3765975,2018/01/01 22:54:42,1.05,203.63
51401351390726,4756,121.583822,31.3792486,2018/01/01 23:03:15,4.27,290.0
51401351390726,4756,121.5438466,31.3926143,2018/01/01 23:18:57,4.9,289.08
51401351390726,4756,121.5292533,31.3955348,2018/01/01 23:24:30,4.18,280.21
51401351390726,4756,121.5182909,31.3947643,2018/01/01 23:29:13,3.98,258.1
51401351390726,4756,121.510477,31.3922312,2018/01/01 23:32:29,4.15,238.23
51401351390726,4756,121.5042337,31.3876631,2018/01/01 23:35:50,3.81,216.94
51401351390726,4756,121.4972247,31.3751359,2018/01/01 23:42:35,3.86,199.17
51401351390726,4756,121.4947486,31.3732021,2018/01/01 23:44:15,2.98,241.68
51401351390726,4756,121.4832509,31.3671914,2018/01/01 23:52:15,2.63,242.99
51401351390726,4756,121.4760381,31.3658519,2018/01/01 23:57:01,2.78,265.6
51401351390726,4756,121.4677329,31.360485,2018/01/02 00:05:31,0.4,246.24
51401351390726,4756,121.4968808,31.3735133,2018/01/02 16:42:21,2.84,71.09
51401351390726,4756,121.506327,31.3873995,2018/01/02 16:51:51,2.61,43.31
51401351390726,4756,121.5107791,31.3906998,2018/01/02 16:54:36,3.55,52.65
51401351390726,4756,121.520553,31.3931432,2018/01/02 16:59:35,3.28,82.24
51401351390726,4756,121.5295059,31.3933628,2018/01/02 17:03:52,3.41,99.21
51401351390726,4756,121.5482572,31.3898904,2018/01/02 17:12:43,3.53,107.15
51401351390726,4756,121.5837113,31.3770362,2018/01/02 17:29:17,3.65,118.23
51401351391022,5114,122.7404667,31.0684517,2018/01/01 09:35:33,4.18,1.73
51401351391022,5114,122.7418588,31.1355556,2018/01/01 10:03:34,5.18,355.65
51401351391022,5114,122.7392514,31.1442002,2018/01/01 10:14:26,2.41,349.03
51401351391022,5114,122.7378084,31.1714884,2018/01/01 10:25:10,5.58,348.7
51401351391022,5114,122.7379501,31.2351454,2018/01/01 10:46:17,5.63,1.3
51401351391022,5114,122.7313657,31.2667482,2018/01/01 10:56:58,5.65,347.5
51401351391022,5114,122.7264638,31.3171204,2018/01/01 11:13:55,5.64,354.41
51401351391022,5114,122.7231548,31.3345787,2018/01/01 11:19:58,5.36,346.35
51401351391022,5114,122.7277945,31.3656428,2018/01/01 11:31:03,5.51,3.41
51401351391022,5114,122.7329369,31.3775048,2018/01/01 11:35:26,5.08,5.93
51401351391022,5114,122.7369768,31.4042511,2018/01/01 11:44:38,5.16,358.31
51401351391022,5114,122.7289395,31.4168383,2018/01/01 11:49:49,5.5,312.63
51401351391022,5114,122.7200606,31.4226969,2018/01/01 11:53:23,5.1,299.88
51401351391022,5114,122.7158276,31.428703,2018/01/01 11:55:55,5.75,345.67
51401351391022,5114,122.7090221,31.4452452,2018/01/01 12:02:07,5.87,352.04
51401351391022,5114,122.7106332,31.4812903,2018/01/01 12:14:23,5.72,2.7
51401351391022,5114,122.7148368,31.4886454,2018/01/01 12:17:08,5.94,42.44
51401351391022,5114,122.7205194,31.4898835,2018/01/01 12:18:55,5.88,91.28
51401351391022,5114,122.7219347,31.4921362,2018/01/01 12:20:52,1.55,0.13
51401351391022,5114,122.7210682,31.5092733,2018/01/01 12:30:26,2.64,354.54
51401351391022,5114,122.7094123,31.5199236,2018/01/01 12:41:44,2.24,306.13
51401351391022,5114,122.6854838,31.5298521,2018/01/01 13:03:00,2.0,281.01
51401351391022,5114,122.6449844,31.530169,2018/01/01 13:38:55,1.86,258.13
51401351391022,5114,122.6321829,31.5289313,2018/01/01 13:50:27,1.92,262.22
51401351391022,5114,122.6299895,31.5273804,2018/01/01 13:52:42,2.95,198.69
51401351391022,5114,122.6263654,31.5138624,2018/01/01 14:03:47,3.37,149.11
51401351391022,5114,122.6325589,31.5098724,2018/01/01 14:07:28,3.02,109.38
51401351391022,5114,122.6545165,31.5037579,2018/01/01 14:20:56,2.5,133.46
51401351391022,5114,122.6737574,31.4909326,2018/01/01 14:35:25,2.97,114.84
51401351391022,5114,122.696232,31.4819944,2018/01/01 14:49:10,2.94,115.97
51401351391022,5114,122.7009525,31.4821523,2018/01/01 14:51:41,3.38,71.59
51401351391022,5114,122.7043037,31.4871564,2018/01/01 14:55:42,5.54,2.47
51401351391022,5114,122.7012037,31.4894323,2018/01/01 14:58:39,2.09,302.92
51401351391022,5114,122.6841272,31.4937631,2018/01/01 15:15:40,1.78,273.32
51401351391022,5114,122.6828799,31.4957954,2018/01/01 15:18:44,2.0,8.41
51401351391022,5114,122.6852631,31.497546,2018/01/01 15:20:47,2.98,61.29
51401351391022,5114,122.6985456,31.4966219,2018/01/01 15:28:58,2.45,102.37
51401351391022,5114,122.7081854,31.4921936,2018/01/01 15:35:38,2.56,123.45
51401351391022,5114,122.7117492,31.4885273,2018/01/01 15:43:43,3.13,148.49
51401351391022,5114,122.7217474,31.4711117,2018/01/01 16:12:35,2.41,171.09
51401351391022,5114,122.7231588,31.4605286,2018/01/01 16:18:41,6.86,177.38
51401351391022,5114,122.7222202,31.4449666,2018/01/01 16:23:54,5.58,170.62
51401351391022,5114,122.7260904,31.4385393,2018/01/01 16:26:13,6.33,142.48
51401351391022,5114,122.7320777,31.3864468,2018/01/01 16:43:42,5.26,167.66
51401351391022,5114,122.7417133,31.3481839,2018/01/01 16:56:39,5.54,170.53
51401351391022,5114,122.7428394,31.3289836,2018/01/01 17:08:54,3.8,187.33
51401351391022,5114,122.7338871,31.3046586,2018/01/01 17:19:35,5.15,194.92
51401351391022,5114,122.7293452,31.2602992,2018/01/01 17:36:11,4.7,186.1
51401351391022,5114,122.7329944,31.2489821,2018/01/01 17:40:26,5.35,164.94
51401351391022,5114,122.7363775,31.2180397,2018/01/01 17:51:22,5.57,180.74
51401351391022,5114,122.7355684,31.1961145,2018/01/01 17:58:56,5.32,183.45
51401351391022,5114,122.7310441,31.1563855,2018/01/01 18:13:41,4.4,182.7
51401351391022,5114,122.7245506,31.1544462,2018/01/01 18:15:44,5.91,256.66
51401351391022,5114,122.7051066,31.1248195,2018/01/01 18:27:23,5.44,201.24
51401351391022,5114,122.7038183,31.1124906,2018/01/01 18:31:27,5.83,172.95
51401351391022,5114,122.6941227,31.0694226,2018/01/01 18:45:32,5.72,185.52
51401351391022,5114,122.6882428,31.0131428,2018/01/01 19:03:24,5.9,182.48
51401351391022,5114,122.6911898,30.9781023,2018/01/01 19:14:36,5.7,174.6
51401351391304,5457,121.46165,31.3592,2018/01/01 09:42:36,1.74,63.95
51401351391304,5457,121.46845,31.3607667,2018/01/01 09:48:09,2.25,81.43
